%Time [ms],Commanded Torque [mNm],Angular Velocity [RPM],Actual Current [Amp],%3/6/20209:42 AM
3270,3.5,160.156,0.112,
3280,3.5,150.391,0.079,
3290,3.5,150.391,0.079,
3300,3.5,150.391,0.079,
3310,3.5,158.203,0.1,
3320,3.5,158.203,0.1,
3330,3.5,158.203,0.1,
3340,3.5,119.141,0.095,
3350,3.5,119.141,0.095,
3360,3.5,119.141,0.095,
3370,3.5,144.531,0.112,
3380,3.5,144.531,0.112,
3390,3.5,144.531,0.112,
3400,3.5,144.531,0.095,
3410,3.5,144.531,0.095,
3420,3.5,144.531,0.095,
3430,3.5,148.437,0.1,
3440,3.5,148.437,0.1,
3450,3.5,148.437,0.1,
3460,3.5,154.297,0.117,
3470,3.5,154.297,0.117,
3480,3.5,154.297,0.117,
3490,3.5,162.109,0.106,
3500,3.5,162.109,0.106,
3510,3.5,162.109,0.106,
3520,3.5,166.016,0.116,
3530,3.5,166.016,0.116,
3540,3.5,166.016,0.116,
3550,3.5,183.594,0.09,
3560,3.5,183.594,0.09,
3570,3.5,183.594,0.09,
3580,3.5,164.062,0.081,
3590,3.5,164.062,0.081,
3600,3.5,164.062,0.081,
3610,3.5,169.922,0.088,
3620,3.5,169.922,0.088,
3630,3.5,169.922,0.088,
3640,3.5,123.047,0.093,
3650,3.5,123.047,0.093,
3660,3.5,123.047,0.093,
3670,3.5,162.109,0.103,
3680,3.5,162.109,0.103,
3690,3.5,162.109,0.103,
3700,3.5,144.531,0.092,
3710,3.5,144.531,0.092,
3720,3.5,144.531,0.092,
3730,3.5,189.453,0.109,
3740,3.5,189.453,0.109,
3750,3.5,189.453,0.109,
3760,3.5,138.672,0.089,
3770,3.5,138.672,0.089,
3780,3.5,138.672,0.089,
3790,3.5,158.203,0.104,
3800,3.5,158.203,0.104,
3810,3.5,158.203,0.104,
3820,3.5,181.641,0.109,
3830,3.5,181.641,0.109,
3840,3.5,181.641,0.109,
3850,3.5,171.875,0.101,
3860,3.5,171.875,0.101,
3870,3.5,171.875,0.101,
3880,3.5,203.125,0.087,
3890,3.5,203.125,0.087,
3900,3.5,203.125,0.087,
3910,3.5,189.453,0.082,
3920,3.5,189.453,0.082,
3930,3.5,189.453,0.082,
3940,3.5,175.781,0.1,
3950,3.5,175.781,0.1,
3960,3.5,175.781,0.1,
3970,3.5,187.5,0.105,
3980,3.5,187.5,0.105,
3990,3.5,187.5,0.105,
4000,3.5,164.062,0.105,
4010,3.5,164.062,0.105,
4020,3.5,164.062,0.105,
4030,3.5,169.922,0.091,
4040,3.5,169.922,0.091,
4050,3.5,169.922,0.091,
4060,3.5,166.016,0.109,
4070,3.5,166.016,0.109,
4080,3.5,166.016,0.109,
4090,3.5,164.062,0.095,
4100,3.5,164.062,0.095,
4110,3.5,164.062,0.095,
4120,3.5,201.172,0.104,
4130,3.5,201.172,0.104,
4140,3.5,201.172,0.104,
4150,3.5,173.828,0.104,
4160,3.5,173.828,0.104,
4170,3.5,173.828,0.104,
4180,3.5,205.078,0.103,
4190,3.5,205.078,0.103,
4200,3.5,205.078,0.103,
4210,3.5,201.172,0.092,
4220,3.5,201.172,0.092,
4230,3.5,201.172,0.092,
4240,3.5,160.156,0.102,
4250,3.5,160.156,0.102,
4260,3.5,160.156,0.102,
4270,3.5,205.078,0.098,
4280,3.5,205.078,0.098,
4290,3.5,205.078,0.098,
4300,3.5,216.797,0.102,
4310,3.5,216.797,0.102,
4320,3.5,216.797,0.102,
4330,3.5,160.156,0.1,
4340,3.5,160.156,0.1,
4350,3.5,160.156,0.1,
4360,3.5,203.125,0.109,
4370,3.5,203.125,0.109,
4380,3.5,203.125,0.109,
4390,3.5,208.984,0.104,
4400,3.5,208.984,0.104,
4410,3.5,208.984,0.104,
4420,3.5,214.844,0.109,
4430,3.5,214.844,0.109,
4440,3.5,214.844,0.109,
4450,3.5,218.75,0.112,
4460,3.5,218.75,0.112,
4470,3.5,218.75,0.112,
4480,3.5,181.641,0.101,
4490,3.5,181.641,0.101,
4500,3.5,181.641,0.101,
4510,3.5,216.797,0.102,
4520,3.5,216.797,0.102,
4530,3.5,216.797,0.102,
4540,3.5,197.266,0.102,
4550,3.5,197.266,0.102,
4560,3.5,197.266,0.102,
4570,3.5,195.312,0.075,
4580,3.5,195.312,0.075,
4590,3.5,195.312,0.075,
4600,3.5,222.656,0.106,
4610,3.5,222.656,0.106,
4620,3.5,222.656,0.106,
4630,3.5,169.922,0.1,
4640,3.5,169.922,0.1,
4650,3.5,169.922,0.1,
4660,3.5,185.547,0.091,
4670,3.5,185.547,0.091,
4680,3.5,185.547,0.091,
4690,3.5,199.219,0.088,
4700,3.5,199.219,0.088,
4710,3.5,199.219,0.088,
4720,3.5,207.031,0.087,
4730,3.5,207.031,0.087,
4740,3.5,207.031,0.087,
4750,3.5,179.687,0.097,
4760,3.5,179.687,0.097,
4770,3.5,179.687,0.097,
4780,3.5,226.562,0.104,
4790,3.5,226.562,0.104,
4800,3.5,226.562,0.104,
4810,3.5,222.656,0.115,
4820,3.5,222.656,0.115,
4830,3.5,222.656,0.115,
4840,3.5,197.266,0.08,
4850,3.5,197.266,0.08,
4860,3.5,197.266,0.08,
4870,3.5,216.797,0.107,
4880,3.5,216.797,0.107,
4890,3.5,216.797,0.107,
4900,3.5,238.281,0.112,
4910,3.5,238.281,0.112,
4920,3.5,238.281,0.112,
4930,3.5,187.5,0.097,
4940,3.5,187.5,0.097,
4950,3.5,187.5,0.097,
4960,3.5,212.891,0.087,
4970,3.5,212.891,0.087,
4980,3.5,212.891,0.087,
4990,3.5,181.641,0.106,
5000,3.5,181.641,0.106,
5010,3.5,181.641,0.106,
5020,3.5,234.375,0.106,
5030,3.5,234.375,0.106,
5040,3.5,234.375,0.106,
5050,3.5,183.594,0.091,
5060,3.5,183.594,0.091,
5070,3.5,183.594,0.091,
5080,3.5,224.609,0.115,
5090,3.5,224.609,0.115,
5100,3.5,224.609,0.115,
5110,3.5,250,0.108,
5120,3.5,250,0.108,
5130,3.5,250,0.108,
5140,3.5,220.703,0.075,
5150,3.5,220.703,0.075,
5160,3.5,220.703,0.075,
5170,3.5,212.891,0.09,
5180,3.5,212.891,0.09,
5190,3.5,212.891,0.09,
5200,3.5,222.656,0.094,
5210,3.5,222.656,0.094,
5220,3.5,222.656,0.094,
5230,3.5,193.359,0.095,
5240,3.5,193.359,0.095,
5250,3.5,193.359,0.095,
5260,3.5,228.516,0.115,
5270,3.5,228.516,0.115,
5280,3.5,228.516,0.115,
5290,3.5,210.937,0.094,
5300,3.5,210.937,0.094,
5310,3.5,210.937,0.094,
5320,3.5,195.312,0.106,
5330,3.5,195.312,0.106,
5340,3.5,195.312,0.106,
5350,3.5,236.328,0.069,
5360,3.5,236.328,0.069,
5370,3.5,236.328,0.069,
5380,3.5,216.797,0.088,
5390,3.5,216.797,0.088,
5400,3.5,216.797,0.088,
5410,3.5,232.422,0.095,
5420,3.5,232.422,0.095,
5430,3.5,232.422,0.095,
5440,3.5,208.984,0.1,
5450,3.5,208.984,0.1,
5460,3.5,208.984,0.1,
5470,3.5,238.281,0.08,
5480,3.5,238.281,0.08,
5490,3.5,238.281,0.08,
5500,3.5,257.812,0.095,
5510,3.5,257.812,0.095,
5520,3.5,257.812,0.095,
5530,3.5,234.375,0.083,
5540,3.5,234.375,0.083,
5550,3.5,234.375,0.083,
5560,3.5,226.562,0.113,
5570,3.5,226.562,0.113,
5580,3.5,226.562,0.113,
5590,3.5,220.703,0.073,
5600,3.5,220.703,0.073,
5610,3.5,220.703,0.073,
5620,3.5,253.906,0.111,
5630,3.5,253.906,0.111,
5640,3.5,253.906,0.111,
5650,3.5,216.797,0.102,
5660,3.5,216.797,0.102,
5670,3.5,216.797,0.102,
5680,3.5,207.031,0.109,
5690,3.5,207.031,0.109,
5700,3.5,207.031,0.109,
5710,3.5,251.953,0.099,
5720,3.5,251.953,0.099,
5730,3.5,251.953,0.099,
5740,3.5,257.812,0.108,
5750,3.5,257.812,0.108,
5760,3.5,257.812,0.108,
5770,3.5,228.516,0.09,
5780,3.5,228.516,0.09,
5790,3.5,228.516,0.09,
5800,3.5,261.719,0.097,
5810,3.5,261.719,0.097,
5820,3.5,261.719,0.097,
5830,3.5,228.516,0.1,
5840,3.5,228.516,0.1,
5850,3.5,228.516,0.1,
5860,3.5,222.656,0.095,
5870,3.5,222.656,0.095,
5880,3.5,222.656,0.095,
5890,3.5,251.953,0.104,
5900,3.5,251.953,0.104,
5910,3.5,251.953,0.104,
5920,3.5,242.187,0.116,
5930,3.5,242.187,0.116,
5940,3.5,242.187,0.116,
5950,3.5,269.531,0.093,
5960,3.5,269.531,0.093,
5970,3.5,269.531,0.093,
5980,3.5,238.281,0.106,
5990,3.5,238.281,0.106,
6000,3.5,238.281,0.106,
6010,3.5,210.937,0.091,
6020,3.5,210.937,0.091,
6030,3.5,210.937,0.091,
6040,3.5,226.562,0.098,
6050,3.5,226.562,0.098,
6060,3.5,226.562,0.098,
6070,3.5,251.953,0.109,
6080,3.5,251.953,0.109,
6090,3.5,251.953,0.109,
6100,3.5,277.344,0.056,
6110,3.5,277.344,0.056,
6120,3.5,277.344,0.056,
6130,3.5,244.141,0.022,
6140,3.5,244.141,0.022,
6150,3.5,244.141,0.022,
6160,3.5,263.672,-0.004,
6170,3.5,263.672,-0.004,
6180,3.5,263.672,-0.004,
6190,3.5,228.516,0.013,
6200,3.5,228.516,0.013,
6210,3.5,228.516,0.013,
6220,3.5,214.844,-0.011,
6230,3.5,214.844,-0.011,
6240,3.5,214.844,-0.011,
6250,3.5,203.125,0,
6260,3.5,203.125,0,
6270,3.5,203.125,0,
6280,3.5,242.187,0.009,
6290,3.5,242.187,0.009,
6300,3.5,242.187,0.009,
6310,3.5,177.734,-0.012,
6320,3.5,177.734,-0.012,
6330,3.5,177.734,-0.012,
6340,3.5,224.609,0.004,
6350,3.5,224.609,0.004,
6360,3.5,224.609,0.004,
6370,3.5,197.266,-0.007,
6380,3.5,197.266,-0.007,
6390,3.5,197.266,-0.007,
6400,3.5,191.406,0.004,
6410,3.5,191.406,0.004,
6420,3.5,191.406,0.004,
6430,3.5,189.453,0.015,
6440,3.5,189.453,0.015,
6450,3.5,189.453,0.015,
6460,3.5,171.875,-0.003,
6470,3.5,171.875,-0.003,
6480,3.5,171.875,-0.003,
6490,3.5,148.437,-0.021,
6500,3.5,148.437,-0.021,
6510,3.5,148.437,-0.021,
6520,3.5,167.969,-0.014,
6530,3.5,167.969,-0.014,
6540,3.5,167.969,-0.014,
6550,3.5,123.047,-0.006,
6560,3.5,123.047,-0.006,
6570,3.5,123.047,-0.006,
6580,3.5,167.969,0.005,
6590,3.5,167.969,0.005,
6600,3.5,167.969,0.005,
6610,3.5,158.203,-0.002,
6620,3.5,158.203,-0.002,
6630,3.5,158.203,-0.002,
6640,3.5,103.516,-0.01,
6650,3.5,103.516,-0.01,
6660,3.5,103.516,-0.01,
6670,3.5,107.422,-0.012,
6680,3.5,107.422,-0.012,
6690,3.5,107.422,-0.012,
6700,3.5,105.469,0.018,
6710,3.5,105.469,0.018,
6720,3.5,105.469,0.018,
6730,3.5,103.516,0.006,
6740,3.5,103.516,0.006,
6750,3.5,103.516,0.006,
6760,3.5,62.5,-0.004,
6770,3.5,62.5,-0.004,
6780,3.5,62.5,-0.004,
6790,3.5,87.891,-0.005,
6800,3.5,87.891,-0.005,
6810,3.5,87.891,-0.005,
6820,3.5,89.844,0.002,
6830,3.5,89.844,0.002,
6840,3.5,89.844,0.002,
6850,3.5,64.453,-0.018,
6860,3.5,64.453,-0.018,
6870,3.5,64.453,-0.018,
6880,3.5,85.937,0.013,
6890,3.5,85.937,0.013,
6900,3.5,85.937,0.013,
6910,3.5,58.594,-0.009,
6920,3.5,58.594,-0.009,
6930,3.5,58.594,-0.009,
6940,3.5,80.078,-0.001,
6950,3.5,80.078,-0.001,
6960,3.5,80.078,-0.001,
6970,3.5,46.875,-0.006,
6980,3.5,46.875,-0.006,
6990,3.5,46.875,-0.006,
7000,3.5,64.453,0.006,
7010,3.5,64.453,0.006,
7020,3.5,64.453,0.006,
